10:37:45.036 |I| Core                           | RequestBuilder thread:7        | MsBuild process with Id = 9016
10:37:46.209 |I| Build                          | RequestBuilder thread:7        | Targets for build: _CheckForInvalidConfigurationAndPlatform;CollectCentralPackageVersions;ResolveReferences;ResolveProjectReferences;ResolveAssemblyReferences;ResolveComReferences;ResolveNativeReferences;ResolveSdkReferences;ResolveFrameworkReferences;ResolvePackageDependenciesDesignTime;DesignTimeMarkupCompilation;Compile;CoreCompile;XamlMarkupCompilePass1
10:37:46.209 |I| ProjectModel                   | RequestBuilder thread:7        | Project 'Unity.XR.Hands.csproj' has load-time sensitive targets: XamlMarkupCompilePass1
10:37:46.209 |I| BuildQueue                     | RequestBuilder thread:7        | Build immediately: Unity.XR.Hands.csproj
10:37:46.209 |I| Build                          | RequestBuilder thread:7        | Start build 'Unity.XR.Hands.csproj' with 1 target frameworks
10:37:46.210 |I| Build                          | RequestBuilder thread:7        | Targets for build: _CheckForInvalidConfigurationAndPlatform;CollectCentralPackageVersions;ResolveReferences;ResolveProjectReferences;ResolveAssemblyReferences;ResolveComReferences;ResolveNativeReferences;ResolveSdkReferences;ResolveFrameworkReferences;ResolvePackageDependenciesDesignTime;DesignTimeMarkupCompilation;Compile;CoreCompile;XamlMarkupCompilePass1
10:37:46.210 |I| ProjectModel                   | RequestBuilder thread:7        | Project 'Unity.XR.Management.Editor.csproj' has load-time sensitive targets: XamlMarkupCompilePass1
10:37:46.210 |I| BuildQueue                     | RequestBuilder thread:7        | Build immediately: Unity.XR.Management.Editor.csproj
10:37:46.210 |I| Build                          | RequestBuilder thread:7        | Start build 'Unity.XR.Management.Editor.csproj' with 1 target frameworks
10:37:46.226 |I| Build                          | RequestBuilder thread:7        | Targets for build: _CheckForInvalidConfigurationAndPlatform;CollectCentralPackageVersions;ResolveReferences;ResolveProjectReferences;ResolveAssemblyReferences;ResolveComReferences;ResolveNativeReferences;ResolveSdkReferences;ResolveFrameworkReferences;ResolvePackageDependenciesDesignTime;DesignTimeMarkupCompilation;Compile;CoreCompile;XamlMarkupCompilePass1
10:37:46.226 |I| ProjectModel                   | RequestBuilder thread:7        | Project 'UnityEngine.UI.csproj' has load-time sensitive targets: XamlMarkupCompilePass1
10:37:46.226 |I| BuildQueue                     | RequestBuilder thread:7        | Build immediately: UnityEngine.UI.csproj
10:37:46.226 |I| Build                          | RequestBuilder thread:7        | Start build 'UnityEngine.UI.csproj' with 1 target frameworks
10:37:46.227 |I| Build                          | RequestBuilder thread:7        | Targets for build: _CheckForInvalidConfigurationAndPlatform;CollectCentralPackageVersions;ResolveReferences;ResolveProjectReferences;ResolveAssemblyReferences;ResolveComReferences;ResolveNativeReferences;ResolveSdkReferences;ResolveFrameworkReferences;ResolvePackageDependenciesDesignTime;DesignTimeMarkupCompilation;Compile;CoreCompile;XamlMarkupCompilePass1
10:37:46.228 |I| ProjectModel                   | RequestBuilder thread:7        | Project 'UnityEngine.UI.Player.csproj' has load-time sensitive targets: XamlMarkupCompilePass1
10:37:46.228 |I| BuildQueue                     | RequestBuilder thread:7        | Build immediately: UnityEngine.UI.Player.csproj
10:37:46.228 |I| Build                          | RequestBuilder thread:7        | Start build 'UnityEngine.UI.Player.csproj' with 1 target frameworks
10:37:46.228 |I| Build                          | RequestBuilder thread:7        | Targets for build: _CheckForInvalidConfigurationAndPlatform;CollectCentralPackageVersions;ResolveReferences;ResolveProjectReferences;ResolveAssemblyReferences;ResolveComReferences;ResolveNativeReferences;ResolveSdkReferences;ResolveFrameworkReferences;ResolvePackageDependenciesDesignTime;DesignTimeMarkupCompilation;Compile;CoreCompile;XamlMarkupCompilePass1
10:37:46.229 |I| ProjectModel                   | RequestBuilder thread:7        | Project 'Unity.InputSystem.TestFramework.csproj' has load-time sensitive targets: XamlMarkupCompilePass1
10:37:46.229 |I| BuildQueue                     | RequestBuilder thread:7        | Build immediately: Unity.InputSystem.TestFramework.csproj
10:37:46.229 |I| Build                          | RequestBuilder thread:7        | Start build 'Unity.InputSystem.TestFramework.csproj' with 1 target frameworks
10:37:46.229 |I| Build                          | RequestBuilder thread:7        | Targets for build: _CheckForInvalidConfigurationAndPlatform;CollectCentralPackageVersions;ResolveReferences;ResolveProjectReferences;ResolveAssemblyReferences;ResolveComReferences;ResolveNativeReferences;ResolveSdkReferences;ResolveFrameworkReferences;ResolvePackageDependenciesDesignTime;DesignTimeMarkupCompilation;Compile;CoreCompile;XamlMarkupCompilePass1
10:37:46.229 |I| ProjectModel                   | RequestBuilder thread:7        | Project 'Unity.VSCode.Editor.csproj' has load-time sensitive targets: XamlMarkupCompilePass1
10:37:46.229 |I| BuildQueue                     | RequestBuilder thread:7        | Build immediately: Unity.VSCode.Editor.csproj
10:37:46.229 |I| Build                          | RequestBuilder thread:7        | Start build 'Unity.VSCode.Editor.csproj' with 1 target frameworks
10:37:46.230 |I| Build                          | RequestBuilder thread:7        | Targets for build: _CheckForInvalidConfigurationAndPlatform;CollectCentralPackageVersions;ResolveReferences;ResolveProjectReferences;ResolveAssemblyReferences;ResolveComReferences;ResolveNativeReferences;ResolveSdkReferences;ResolveFrameworkReferences;ResolvePackageDependenciesDesignTime;DesignTimeMarkupCompilation;Compile;CoreCompile;XamlMarkupCompilePass1
10:37:46.230 |I| ProjectModel                   | RequestBuilder thread:7        | Project 'UnityEngine.TestRunner.Player.csproj' has load-time sensitive targets: XamlMarkupCompilePass1
10:37:46.230 |I| BuildQueue                     | RequestBuilder thread:7        | Build immediately: UnityEngine.TestRunner.Player.csproj
10:37:46.230 |I| Build                          | RequestBuilder thread:7        | Start build 'UnityEngine.TestRunner.Player.csproj' with 1 target frameworks
10:37:46.231 |I| Build                          | RequestBuilder thread:7        | Targets for build: _CheckForInvalidConfigurationAndPlatform;CollectCentralPackageVersions;ResolveReferences;ResolveProjectReferences;ResolveAssemblyReferences;ResolveComReferences;ResolveNativeReferences;ResolveSdkReferences;ResolveFrameworkReferences;ResolvePackageDependenciesDesignTime;DesignTimeMarkupCompilation;Compile;CoreCompile;XamlMarkupCompilePass1
10:37:46.231 |I| ProjectModel                   | RequestBuilder thread:7        | Project 'UnityEngine.TestRunner.csproj' has load-time sensitive targets: XamlMarkupCompilePass1
10:37:46.231 |I| BuildQueue                     | RequestBuilder thread:7        | Build immediately: UnityEngine.TestRunner.csproj
10:37:46.231 |I| Build                          | RequestBuilder thread:7        | Start build 'UnityEngine.TestRunner.csproj' with 1 target frameworks
10:37:46.232 |I| Build                          | RequestBuilder thread:7        | Targets for build: _CheckForInvalidConfigurationAndPlatform;CollectCentralPackageVersions;ResolveReferences;ResolveProjectReferences;ResolveAssemblyReferences;ResolveComReferences;ResolveNativeReferences;ResolveSdkReferences;ResolveFrameworkReferences;ResolvePackageDependenciesDesignTime;DesignTimeMarkupCompilation;Compile;CoreCompile;XamlMarkupCompilePass1
10:37:46.232 |I| ProjectModel                   | RequestBuilder thread:7        | Project 'UnityEditor.UI.csproj' has load-time sensitive targets: XamlMarkupCompilePass1
10:37:46.232 |I| BuildQueue                     | RequestBuilder thread:7        | Build immediately: UnityEditor.UI.csproj
10:37:46.232 |I| Build                          | RequestBuilder thread:7        | Start build 'UnityEditor.UI.csproj' with 1 target frameworks
10:37:46.232 |I| Build                          | RequestBuilder thread:7        | Targets for build: _CheckForInvalidConfigurationAndPlatform;CollectCentralPackageVersions;ResolveReferences;ResolveProjectReferences;ResolveAssemblyReferences;ResolveComReferences;ResolveNativeReferences;ResolveSdkReferences;ResolveFrameworkReferences;ResolvePackageDependenciesDesignTime;DesignTimeMarkupCompilation;Compile;CoreCompile;XamlMarkupCompilePass1
10:37:46.232 |I| ProjectModel                   | RequestBuilder thread:7        | Project 'Unity.PlasticSCM.Editor.csproj' has load-time sensitive targets: XamlMarkupCompilePass1
10:37:46.232 |I| BuildQueue                     | RequestBuilder thread:7        | Build immediately: Unity.PlasticSCM.Editor.csproj
10:37:46.233 |I| Build                          | RequestBuilder thread:7        | Start build 'Unity.PlasticSCM.Editor.csproj' with 1 target frameworks
10:37:46.233 |I| Build                          | RequestBuilder thread:7        | Targets for build: _CheckForInvalidConfigurationAndPlatform;CollectCentralPackageVersions;ResolveReferences;ResolveProjectReferences;ResolveAssemblyReferences;ResolveComReferences;ResolveNativeReferences;ResolveSdkReferences;ResolveFrameworkReferences;ResolvePackageDependenciesDesignTime;DesignTimeMarkupCompilation;Compile;CoreCompile;XamlMarkupCompilePass1
10:37:46.233 |I| ProjectModel                   | RequestBuilder thread:7        | Project 'Unity.VisualScripting.Flow.csproj' has load-time sensitive targets: XamlMarkupCompilePass1
10:37:46.233 |I| BuildQueue                     | RequestBuilder thread:7        | Build immediately: Unity.VisualScripting.Flow.csproj
10:37:46.233 |I| Build                          | RequestBuilder thread:7        | Start build 'Unity.VisualScripting.Flow.csproj' with 1 target frameworks
10:37:46.234 |I| Build                          | RequestBuilder thread:7        | Targets for build: _CheckForInvalidConfigurationAndPlatform;CollectCentralPackageVersions;ResolveReferences;ResolveProjectReferences;ResolveAssemblyReferences;ResolveComReferences;ResolveNativeReferences;ResolveSdkReferences;ResolveFrameworkReferences;ResolvePackageDependenciesDesignTime;DesignTimeMarkupCompilation;Compile;CoreCompile;XamlMarkupCompilePass1
10:37:46.234 |I| ProjectModel                   | RequestBuilder thread:7        | Project 'Unity.VisualScripting.Flow.Player.csproj' has load-time sensitive targets: XamlMarkupCompilePass1
10:37:46.235 |I| BuildQueue                     | RequestBuilder thread:7        | Build immediately: Unity.VisualScripting.Flow.Player.csproj
10:37:46.235 |I| Build                          | RequestBuilder thread:7        | Start build 'Unity.VisualScripting.Flow.Player.csproj' with 1 target frameworks
10:37:46.235 |I| Build                          | RequestBuilder thread:7        | Targets for build: _CheckForInvalidConfigurationAndPlatform;CollectCentralPackageVersions;ResolveReferences;ResolveProjectReferences;ResolveAssemblyReferences;ResolveComReferences;ResolveNativeReferences;ResolveSdkReferences;ResolveFrameworkReferences;ResolvePackageDependenciesDesignTime;DesignTimeMarkupCompilation;Compile;CoreCompile;XamlMarkupCompilePass1
10:37:46.235 |I| ProjectModel                   | RequestBuilder thread:7        | Project 'Unity.TestTools.CodeCoverage.Editor.OpenCover.Model.csproj' has load-time sensitive targets: XamlMarkupCompilePass1
10:37:46.235 |I| BuildQueue                     | RequestBuilder thread:7        | Build immediately: Unity.TestTools.CodeCoverage.Editor.OpenCover.Model.csproj
10:37:46.235 |I| Build                          | RequestBuilder thread:7        | Start build 'Unity.TestTools.CodeCoverage.Editor.OpenCover.Model.csproj' with 1 target frameworks
10:37:46.236 |I| Build                          | RequestBuilder thread:7        | Targets for build: _CheckForInvalidConfigurationAndPlatform;CollectCentralPackageVersions;ResolveReferences;ResolveProjectReferences;ResolveAssemblyReferences;ResolveComReferences;ResolveNativeReferences;ResolveSdkReferences;ResolveFrameworkReferences;ResolvePackageDependenciesDesignTime;DesignTimeMarkupCompilation;Compile;CoreCompile;XamlMarkupCompilePass1
10:37:46.236 |I| ProjectModel                   | RequestBuilder thread:7        | Project 'Unity.XR.Interaction.Toolkit.csproj' has load-time sensitive targets: XamlMarkupCompilePass1
10:37:46.237 |I| BuildQueue                     | RequestBuilder thread:7        | Build immediately: Unity.XR.Interaction.Toolkit.csproj
10:37:46.237 |I| Build                          | RequestBuilder thread:7        | Start build 'Unity.XR.Interaction.Toolkit.csproj' with 1 target frameworks
10:37:46.238 |I| Build                          | RequestBuilder thread:7        | Targets for build: _CheckForInvalidConfigurationAndPlatform;CollectCentralPackageVersions;ResolveReferences;ResolveProjectReferences;ResolveAssemblyReferences;ResolveComReferences;ResolveNativeReferences;ResolveSdkReferences;ResolveFrameworkReferences;ResolvePackageDependenciesDesignTime;DesignTimeMarkupCompilation;Compile;CoreCompile;XamlMarkupCompilePass1
10:37:46.238 |I| ProjectModel                   | RequestBuilder thread:7        | Project 'Unity.XR.Interaction.Toolkit.Player.csproj' has load-time sensitive targets: XamlMarkupCompilePass1
10:37:46.238 |I| BuildQueue                     | RequestBuilder thread:7        | Build immediately: Unity.XR.Interaction.Toolkit.Player.csproj
10:37:46.239 |I| Build                          | RequestBuilder thread:7        | Start build 'Unity.XR.Interaction.Toolkit.Player.csproj' with 1 target frameworks
10:37:46.240 |I| Build                          | RequestBuilder thread:7        | Targets for build: _CheckForInvalidConfigurationAndPlatform;CollectCentralPackageVersions;ResolveReferences;ResolveProjectReferences;ResolveAssemblyReferences;ResolveComReferences;ResolveNativeReferences;ResolveSdkReferences;ResolveFrameworkReferences;ResolvePackageDependenciesDesignTime;DesignTimeMarkupCompilation;Compile;CoreCompile;XamlMarkupCompilePass1
10:37:46.240 |I| ProjectModel                   | RequestBuilder thread:7        | Project 'Unity.VisualScripting.Core.Editor.csproj' has load-time sensitive targets: XamlMarkupCompilePass1
10:37:46.240 |I| BuildQueue                     | RequestBuilder thread:7        | Build immediately: Unity.VisualScripting.Core.Editor.csproj
10:37:46.240 |I| Build                          | RequestBuilder thread:7        | Start build 'Unity.VisualScripting.Core.Editor.csproj' with 1 target frameworks
10:37:46.241 |I| Build                          | RequestBuilder thread:7        | Targets for build: _CheckForInvalidConfigurationAndPlatform;CollectCentralPackageVersions;ResolveReferences;ResolveProjectReferences;ResolveAssemblyReferences;ResolveComReferences;ResolveNativeReferences;ResolveSdkReferences;ResolveFrameworkReferences;ResolvePackageDependenciesDesignTime;DesignTimeMarkupCompilation;Compile;CoreCompile;XamlMarkupCompilePass1
10:37:46.241 |I| ProjectModel                   | RequestBuilder thread:7        | Project 'Unity.EditorCoroutines.Editor.csproj' has load-time sensitive targets: XamlMarkupCompilePass1
10:37:46.241 |I| BuildQueue                     | RequestBuilder thread:7        | Build immediately: Unity.EditorCoroutines.Editor.csproj
10:37:46.241 |I| Build                          | RequestBuilder thread:7        | Start build 'Unity.EditorCoroutines.Editor.csproj' with 1 target frameworks
10:37:46.242 |I| Build                          | RequestBuilder thread:7        | Targets for build: _CheckForInvalidConfigurationAndPlatform;CollectCentralPackageVersions;ResolveReferences;ResolveProjectReferences;ResolveAssemblyReferences;ResolveComReferences;ResolveNativeReferences;ResolveSdkReferences;ResolveFrameworkReferences;ResolvePackageDependenciesDesignTime;DesignTimeMarkupCompilation;Compile;CoreCompile;XamlMarkupCompilePass1
10:37:46.242 |I| ProjectModel                   | RequestBuilder thread:7        | Project 'Unity.Mathematics.csproj' has load-time sensitive targets: XamlMarkupCompilePass1
10:37:46.242 |I| BuildQueue                     | RequestBuilder thread:7        | Build immediately: Unity.Mathematics.csproj
10:37:46.242 |I| Build                          | RequestBuilder thread:7        | Start build 'Unity.Mathematics.csproj' with 1 target frameworks
10:37:46.242 |I| Build                          | RequestBuilder thread:7        | Targets for build: _CheckForInvalidConfigurationAndPlatform;CollectCentralPackageVersions;ResolveReferences;ResolveProjectReferences;ResolveAssemblyReferences;ResolveComReferences;ResolveNativeReferences;ResolveSdkReferences;ResolveFrameworkReferences;ResolvePackageDependenciesDesignTime;DesignTimeMarkupCompilation;Compile;CoreCompile;XamlMarkupCompilePass1
10:37:46.243 |I| ProjectModel                   | RequestBuilder thread:7        | Project 'Unity.Mathematics.Player.csproj' has load-time sensitive targets: XamlMarkupCompilePass1
10:37:46.243 |I| BuildQueue                     | RequestBuilder thread:7        | Build immediately: Unity.Mathematics.Player.csproj
10:37:46.243 |I| Build                          | RequestBuilder thread:7        | Start build 'Unity.Mathematics.Player.csproj' with 1 target frameworks
10:37:46.243 |I| Build                          | RequestBuilder thread:7        | Targets for build: _CheckForInvalidConfigurationAndPlatform;CollectCentralPackageVersions;ResolveReferences;ResolveProjectReferences;ResolveAssemblyReferences;ResolveComReferences;ResolveNativeReferences;ResolveSdkReferences;ResolveFrameworkReferences;ResolvePackageDependenciesDesignTime;DesignTimeMarkupCompilation;Compile;CoreCompile;XamlMarkupCompilePass1
10:37:46.243 |I| ProjectModel                   | RequestBuilder thread:7        | Project 'Unity.VisualScripting.Flow.Editor.csproj' has load-time sensitive targets: XamlMarkupCompilePass1
10:37:46.243 |I| BuildQueue                     | RequestBuilder thread:7        | Build immediately: Unity.VisualScripting.Flow.Editor.csproj
10:37:46.243 |I| Build                          | RequestBuilder thread:7        | Start build 'Unity.VisualScripting.Flow.Editor.csproj' with 1 target frameworks
10:37:46.244 |I| Build                          | RequestBuilder thread:7        | Targets for build: _CheckForInvalidConfigurationAndPlatform;CollectCentralPackageVersions;ResolveReferences;ResolveProjectReferences;ResolveAssemblyReferences;ResolveComReferences;ResolveNativeReferences;ResolveSdkReferences;ResolveFrameworkReferences;ResolvePackageDependenciesDesignTime;DesignTimeMarkupCompilation;Compile;CoreCompile;XamlMarkupCompilePass1
10:37:46.244 |I| ProjectModel                   | RequestBuilder thread:7        | Project 'Unity.Settings.Editor.csproj' has load-time sensitive targets: XamlMarkupCompilePass1
10:37:46.244 |I| BuildQueue                     | RequestBuilder thread:7        | Build immediately: Unity.Settings.Editor.csproj
10:37:46.244 |I| Build                          | RequestBuilder thread:7        | Start build 'Unity.Settings.Editor.csproj' with 1 target frameworks
10:37:46.245 |I| Build                          | RequestBuilder thread:7        | Targets for build: _CheckForInvalidConfigurationAndPlatform;CollectCentralPackageVersions;ResolveReferences;ResolveProjectReferences;ResolveAssemblyReferences;ResolveComReferences;ResolveNativeReferences;ResolveSdkReferences;ResolveFrameworkReferences;ResolvePackageDependenciesDesignTime;DesignTimeMarkupCompilation;Compile;CoreCompile;XamlMarkupCompilePass1
10:37:46.249 |I| ProjectModel                   | RequestBuilder thread:7        | Project 'Unity.InputSystem.csproj' has load-time sensitive targets: XamlMarkupCompilePass1
10:37:46.249 |I| BuildQueue                     | RequestBuilder thread:7        | Build immediately: Unity.InputSystem.csproj
10:37:46.249 |I| Build                          | RequestBuilder thread:7        | Start build 'Unity.InputSystem.csproj' with 1 target frameworks
10:37:46.250 |I| Build                          | RequestBuilder thread:7        | Targets for build: _CheckForInvalidConfigurationAndPlatform;CollectCentralPackageVersions;ResolveReferences;ResolveProjectReferences;ResolveAssemblyReferences;ResolveComReferences;ResolveNativeReferences;ResolveSdkReferences;ResolveFrameworkReferences;ResolvePackageDependenciesDesignTime;DesignTimeMarkupCompilation;Compile;CoreCompile;XamlMarkupCompilePass1
10:37:46.250 |I| ProjectModel                   | RequestBuilder thread:7        | Project 'UnityEditor.SpatialTracking.csproj' has load-time sensitive targets: XamlMarkupCompilePass1
10:37:46.251 |I| BuildQueue                     | RequestBuilder thread:7        | Build immediately: UnityEditor.SpatialTracking.csproj
10:37:46.251 |I| Build                          | RequestBuilder thread:7        | Start build 'UnityEditor.SpatialTracking.csproj' with 1 target frameworks
10:37:46.251 |I| Build                          | RequestBuilder thread:7        | Targets for build: _CheckForInvalidConfigurationAndPlatform;CollectCentralPackageVersions;ResolveReferences;ResolveProjectReferences;ResolveAssemblyReferences;ResolveComReferences;ResolveNativeReferences;ResolveSdkReferences;ResolveFrameworkReferences;ResolvePackageDependenciesDesignTime;DesignTimeMarkupCompilation;Compile;CoreCompile;XamlMarkupCompilePass1
10:37:46.251 |I| ProjectModel                   | RequestBuilder thread:7        | Project 'Unity.VisualStudio.Editor.csproj' has load-time sensitive targets: XamlMarkupCompilePass1
10:37:46.251 |I| BuildQueue                     | RequestBuilder thread:7        | Build immediately: Unity.VisualStudio.Editor.csproj
10:37:46.251 |I| Build                          | RequestBuilder thread:7        | Start build 'Unity.VisualStudio.Editor.csproj' with 1 target frameworks
10:37:46.252 |I| Build                          | RequestBuilder thread:7        | Targets for build: _CheckForInvalidConfigurationAndPlatform;CollectCentralPackageVersions;ResolveReferences;ResolveProjectReferences;ResolveAssemblyReferences;ResolveComReferences;ResolveNativeReferences;ResolveSdkReferences;ResolveFrameworkReferences;ResolvePackageDependenciesDesignTime;DesignTimeMarkupCompilation;Compile;CoreCompile;XamlMarkupCompilePass1
10:37:46.252 |I| ProjectModel                   | RequestBuilder thread:7        | Project 'Unity.InputSystem.Player.csproj' has load-time sensitive targets: XamlMarkupCompilePass1
10:37:46.252 |I| BuildQueue                     | RequestBuilder thread:7        | Build immediately: Unity.InputSystem.Player.csproj
10:37:46.252 |I| Build                          | RequestBuilder thread:7        | Start build 'Unity.InputSystem.Player.csproj' with 1 target frameworks
10:37:46.253 |I| Build                          | RequestBuilder thread:7        | Targets for build: _CheckForInvalidConfigurationAndPlatform;CollectCentralPackageVersions;ResolveReferences;ResolveProjectReferences;ResolveAssemblyReferences;ResolveComReferences;ResolveNativeReferences;ResolveSdkReferences;ResolveFrameworkReferences;ResolvePackageDependenciesDesignTime;DesignTimeMarkupCompilation;Compile;CoreCompile;XamlMarkupCompilePass1
10:37:46.254 |I| ProjectModel                   | RequestBuilder thread:7        | Project 'Unity.VisualScripting.State.Player.csproj' has load-time sensitive targets: XamlMarkupCompilePass1
10:37:46.254 |I| BuildQueue                     | RequestBuilder thread:7        | Build immediately: Unity.VisualScripting.State.Player.csproj
10:37:46.254 |I| Build                          | RequestBuilder thread:7        | Start build 'Unity.VisualScripting.State.Player.csproj' with 1 target frameworks
10:37:46.256 |I| Build                          | RequestBuilder thread:7        | Targets for build: _CheckForInvalidConfigurationAndPlatform;CollectCentralPackageVersions;ResolveReferences;ResolveProjectReferences;ResolveAssemblyReferences;ResolveComReferences;ResolveNativeReferences;ResolveSdkReferences;ResolveFrameworkReferences;ResolvePackageDependenciesDesignTime;DesignTimeMarkupCompilation;Compile;CoreCompile;XamlMarkupCompilePass1
10:37:46.256 |I| ProjectModel                   | RequestBuilder thread:7        | Project 'Unity.CollabProxy.Editor.csproj' has load-time sensitive targets: XamlMarkupCompilePass1
10:37:46.256 |I| BuildQueue                     | RequestBuilder thread:7        | Build immediately: Unity.CollabProxy.Editor.csproj
10:37:46.256 |I| Build                          | RequestBuilder thread:7        | Start build 'Unity.CollabProxy.Editor.csproj' with 1 target frameworks
10:37:46.257 |I| Build                          | RequestBuilder thread:7        | Targets for build: _CheckForInvalidConfigurationAndPlatform;CollectCentralPackageVersions;ResolveReferences;ResolveProjectReferences;ResolveAssemblyReferences;ResolveComReferences;ResolveNativeReferences;ResolveSdkReferences;ResolveFrameworkReferences;ResolvePackageDependenciesDesignTime;DesignTimeMarkupCompilation;Compile;CoreCompile;XamlMarkupCompilePass1
10:37:46.257 |I| ProjectModel                   | RequestBuilder thread:7        | Project 'Unity.VisualScripting.State.csproj' has load-time sensitive targets: XamlMarkupCompilePass1
10:37:46.257 |I| BuildQueue                     | RequestBuilder thread:7        | Build immediately: Unity.VisualScripting.State.csproj
10:37:46.257 |I| Build                          | RequestBuilder thread:7        | Start build 'Unity.VisualScripting.State.csproj' with 1 target frameworks
10:37:46.258 |I| Build                          | RequestBuilder thread:7        | Targets for build: _CheckForInvalidConfigurationAndPlatform;CollectCentralPackageVersions;ResolveReferences;ResolveProjectReferences;ResolveAssemblyReferences;ResolveComReferences;ResolveNativeReferences;ResolveSdkReferences;ResolveFrameworkReferences;ResolvePackageDependenciesDesignTime;DesignTimeMarkupCompilation;Compile;CoreCompile;XamlMarkupCompilePass1
10:37:46.258 |I| ProjectModel                   | RequestBuilder thread:7        | Project 'Unity.Timeline.Editor.csproj' has load-time sensitive targets: XamlMarkupCompilePass1
